mocha_sample_id	batch_id	green_idat	red_idat	other_id	study	broad_id_number		Comstock id	sample_type	breed	sex (annotation)	health_status	Cancer	Age	Age in DB	Age at death	date_of_birth	date_of_death	date_in_database												
GR_BI_2505_BROAD_2505	A	4959243006_R03C02_Grn.idat	4959243006_R03C02_Red.idat.gz			2505			Blood	Golden Retriever	Female	Healthy	N	11.86	11.86	Unknown	1/30/98	Unknown	12/8/09												
2522	A	9255905119_R02C02_Grn.idat	9255905119_R02C02_Red.idat.gz	2522		2522			Blood	Golden Retriever	Female	Healthy	N	3.79	3.79	Unknown	1/1/02	Unknown	10/17/05												
2525	A	9255905056_R06C02_Grn.idat	9255905056_R06C02_Red.idat.gz	2525		2525			Blood	Golden Retriever	Male	Healthy	N	3.79	3.79	Unknown	1/1/02	Unknown	10/17/05												
BI_2534_V-BI_2534-P1-G08	A	5532701063_R02C01_Grn.idat	5532701063_R02C01_Red.idat.gz	BI_2534		2534			Blood	Golden Retriever	Male	Healthy	N	9.64	9.64	Unknown	1/1/01	Unknown	8/19/10												
BI_2537_V-BI_2537-P1-F10	A	5532701062_R04C02_Grn.idat	5532701062_R04C02_Red.idat.gz	BI_2537		2537			Blood	Golden Retriever	Male	Healthy	N	9.64	9.64	Unknown	1/1/01	Unknown	8/19/10												
BI_02629	A	4959243149_R03C02_Grn.idat	4959243149_R03C02_Red.idat.gz	BI_02629		2629			Blood	Golden Retriever	Male	Healthy	N	10.63	10.63	Unknown	3/4/95	Unknown	10/18/05												
GR_BI_2632_BROAD_2632	A	4959243015_R03C02_Grn.idat	4959243015_R03C02_Red.idat.gz			2632			Blood	Golden Retriever	Female	Healthy	N	9.77	9.77	11.43	1/13/96	6/15/07	10/18/05												
BI_02634	A	4959243149_R04C02_Grn.idat	4959243149_R04C02_Red.idat.gz	BI_02634		2634			Blood	Golden Retriever	Female	Healthy	N	10.33	10.33	Unknown	6/24/95	Unknown	10/18/05												
GR_BI_2653_BROAD_2653	A	4959243025_R05C01_Grn.idat	4959243025_R05C01_Red.idat.gz			2653			Blood	Golden Retriever	Male	Healthy	N	10.59	10.59	Unknown	3/18/95	Unknown	10/18/05												
GR_BI_2656_BROAD_2656	A	4959243030_R01C01_Grn.idat	4959243030_R01C01_Red.idat.gz			2656			Blood	Golden Retriever	Female	Healthy	N	8.95	8.95	Unknown	11/7/96	Unknown	10/18/05												
BI_02659	A	4995631002_R01C01_Grn.idat	4995631002_R01C01_Red.idat.gz	BI_02659		2659			Blood	Golden Retriever	Female	Healthy	N	9.08	9.08	12.29	9/20/96	1/1/09	10/18/05												
BI_2968_V-BI_2968-P1-G04	A	5532701004_R04C01_Grn.idat	5532701004_R04C01_Red.idat.gz	BI_2968		2968			Blood	Golden Retriever	Female	Healthy	N	10.64	10.64	Unknown	1/1/00	Unknown	8/19/10												
GR_BI_2976_BROAD_2976	A	4959243030_R03C02_Grn.idat	4959243030_R03C02_Red.idat.gz			2976			Blood	Golden Retriever	Male	Healthy	N	11.41	11.41	Unknown	7/14/98	Unknown	12/8/09												
3006	A	9255905113_R06C01_Grn.idat	9255905113_R06C01_Red.idat.gz	3006		3006			Blood	Golden Retriever	Female	Healthy	N	3.88	3.88	Unknown	1/1/02	Unknown	11/17/05												
GR_BI_3132_BROAD_3132	A	4959243054_R05C01_Grn.idat	4959243054_R05C01_Red.idat.gz			3132			Blood	Golden Retriever	Female	Healthy	N	7.64	7.64	Unknown	4/18/98	Unknown	12/6/05												
GR_BI_3181_BROAD_3181	A	4959243006_R02C01_Grn.idat	4959243006_R02C01_Red.idat.gz			3181			Blood	Golden Retriever	Female	Healthy	N	10.94	10.94	Unknown	1/1/99	Unknown	12/8/09												
BI_3193_V-BI_3193-P2-A04	A	5532701014_R04C01_Grn.idat	5532701014_R04C01_Red.idat.gz	BI_3193		3193			Blood	Golden Retriever	Female	Healthy	N	9.64	9.64	Unknown	1/1/01	Unknown	8/19/10												
GR_BI_3220_BROAD_3220	A	4959243006_R04C02_Grn.idat	4959243006_R04C02_Red.idat.gz			3220			Blood	Golden Retriever	Female	Healthy	N	10.28	10.28	Unknown	9/1/99	Unknown	12/8/09												
GR_BI_3427_BROAD_3427	A	4959243100_R01C01_Grn.idat	4959243100_R01C01_Red.idat.gz			3427			Blood	Golden Retriever	Male	Healthy	N	14.15	14.15	Unknown	10/17/91	Unknown	12/6/05												
GR_BI_3524_BROAD_3524	A	4959243100_R03C02_Grn.idat	4959243100_R03C02_Red.idat.gz			3524			Blood	Golden Retriever	Male	Healthy	N	8.55	8.55	Unknown	5/23/97	Unknown	12/6/05												
GR_BI_3541_BROAD_3541	A	4959243114_R05C01_Grn.idat	4959243114_R05C01_Red.idat.gz			3541			Blood	Golden Retriever	Male	Healthy	N	6.41	6.41	15.66	7/11/99	3/5/15	12/6/05												
3582	A	9255905062_R05C01_Grn.idat	9255905062_R05C01_Red.idat.gz	3582		3582			Blood	Golden Retriever	Male	Healthy	N	3.93	3.93	Unknown	1/1/02	Unknown	12/6/05												
3643	A	9255905113_R04C02_Grn.idat	9255905113_R04C02_Red.idat.gz	3643		3643			Blood	Golden Retriever	Female	Healthy	N	3.93	3.93	Unknown	1/1/02	Unknown	12/6/05												
BI_03648	A	4995631002_R03C01_Grn.idat	4995631002_R03C01_Red.idat.gz			3648			Blood	Golden Retriever	Female	Healthy	N	10.28	10.28	13.52	8/28/95	3/1/09	12/6/05												
BI_03684	A	4995631002_R04C01_Grn.idat	4995631002_R04C01_Red.idat.gz	BI_03684		3684			Blood	Golden Retriever	Male	Healthy	N	12.28	12.28	13.64	8/28/93	4/15/07	12/6/05												
BI_03686	A	4995631002_R05C01_Grn.idat	4995631002_R05C01_Red.idat.gz			3686			Blood	Golden Retriever	Female	Healthy	N	14.04	14.04	14.98	11/27/91	11/17/06	12/6/05												
BI_03688	A	4995631002_R06C01_Grn.idat	4995631002_R06C01_Red.idat.gz	BI_03688		3688			Blood	Golden Retriever	Male	Healthy	N	16.72	16.91	16.72	1/9/93	9/25/09	12/4/09												
BI_03690	A	4959243186_R02C01_Grn.idat	4959243186_R02C01_Red.idat.gz	BI_03690		3690			Blood	Golden Retriever	Female	Healthy	N	13.55	13.55	Unknown	5/21/92	Unknown	12/6/05												
GR_BI_3768_BROAD_3768	A	4959243119_R01C01_Grn.idat	4959243119_R01C01_Red.idat.gz			3768			Blood	Golden Retriever	Male	Healthy	N	18.11	18.11	Unknown	11/3/91	Unknown	12/8/09												
GR_BI_3774_BROAD_3774	A	4959243119_R03C02_Grn.idat	4959243119_R03C02_Red.idat.gz			3774			Blood	Golden Retriever	Female	Healthy	N	11.15	11.15	Unknown	10/17/98	Unknown	12/8/09												
GR_BI_5376_BROAD_5376	A	4959243001_R01C01_Grn.idat	4959243001_R01C01_Red.idat.gz			5376			Blood	Golden Retriever	Female	Healthy	N	8.94	8.94	Unknown	6/5/97	Unknown	5/11/06												
GR_BI_5955_BROAD_5955	A	4959243001_R03C02_Grn.idat	4959243001_R03C02_Red.idat.gz			5955			Blood	Golden Retriever	Female	Healthy	N	7.59	7.59	Unknown	11/13/98	Unknown	6/15/06												
GR_BI_6168_BROAD_6168	A	4959243018_R05C01_Grn.idat	4959243018_R05C01_Red.idat.gz			6168			Blood	Golden Retriever	Female	Healthy	N	9.17	9.17	Unknown	4/20/97	Unknown	6/20/06												
GR_BI_8682_BROAD_8682	A	4959243028_R05C01_Grn.idat	4959243028_R05C01_Red.idat.gz			8682			Blood	Golden Retriever	Male	Healthy	N	7.69	7.69	Unknown	1/1/99	Unknown	9/7/06												
GR_BI_8691_BROAD_8691	A	4959243100_R02C01_Grn.idat	4959243100_R02C01_Red.idat.gz			8691			Blood	Golden Retriever	Female	Healthy	N	13.19	13.19	Unknown	7/1/93	Unknown	9/7/06												
GR_BI_9064_BROAD_9064	A	4959243100_R04C02_Grn.idat	4959243100_R04C02_Red.idat.gz	GR_BI_9064_BROAD_9064		9064			Blood	Golden Retriever	Female	Healthy	N	12.75	12.75	Unknown	3/12/97	Unknown	12/8/09												
GR_BI_9069_BROAD_9069	A	4959243114_R06C01_Grn.idat	4959243114_R06C01_Red.idat.gz			9069			Blood	Golden Retriever	Male	Healthy	N	11.94	11.94	Unknown	1/1/98	Unknown	12/8/09												
BI_09071	A	4959243186_R03C01_Grn.idat	4959243186_R03C01_Red.idat.gz	BI_09071		9071			Blood	Golden Retriever	Female	Healthy	N	11.06	11.06	Unknown	11/14/98	Unknown	12/4/09												
GR_BI_9077_BROAD_9077	A	4959243119_R02C01_Grn.idat	4959243119_R02C01_Red.idat.gz	GR_BI_9077_BROAD_9077		9077			Blood	Golden Retriever	Female	Healthy	N	13.71	13.71	Unknown	3/26/96	Unknown	12/8/09												
GR_BI_9092_BROAD_9092	A	4959243187_R06C01_Grn.idat	4959243187_R06C01_Red.idat.gz			9092			Blood	Golden Retriever	Male	Healthy	N	7.37	7.37	Unknown	5/22/99	Unknown	10/3/06												
GR_BI_9095_BROAD_9095	A	4959243001_R02C01_Grn.idat	4959243001_R02C01_Red.idat.gz			9095			Blood	Golden Retriever	Male	Healthy	N	11.41	11.41	Unknown	7/14/98	Unknown	12/8/09												
BI_09101	A	4959243186_R04C01_Grn.idat	4959243186_R04C01_Red.idat.gz	BI_09101		9101			Blood	Golden Retriever	Male	Healthy	N	15.42	15.42	Unknown	7/9/94	Unknown	12/4/09												
BI_09117	A	4959243186_R05C01_Grn.idat	4959243186_R05C01_Red.idat.gz			9117			Blood	Golden Retriever	Female	Healthy	N	14.20	14.20	15.73	7/26/92	4/14/08	10/3/06												
GR_BI_9134_BROAD_9134	A	4959243001_R04C02_Grn.idat	4959243001_R04C02_Red.idat.gz			9134			Blood	Golden Retriever	Male	Healthy	N	10.84	10.84	Unknown	2/6/99	Unknown	12/8/09												
GR_BI_9136_BROAD_9136	A	4959243018_R06C01_Grn.idat	4959243018_R06C01_Red.idat.gz			9136			Blood	Golden Retriever	Male	Healthy	N	10.67	10.67	Unknown	4/12/99	Unknown	12/8/09												
GR_BI_9142_BROAD_9142	A	4959243024_R02C01_Grn.idat	4959243024_R02C01_Red.idat.gz			9142			Blood	Golden Retriever	Female	Healthy	N	11.33	11.33	Unknown	6/9/95	Unknown	10/3/06												
GR_BI_9143_BROAD_9143	A	4959243024_R04C02_Grn.idat	4959243024_R04C02_Red.idat.gz			9143			Blood	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	6/6/97	Unknown	Unknown												
GOLDEN_BI_9159_BI_9159	A	4959243065_R06C02_Grn.idat	4959243065_R06C02_Red.idat.gz	GOLDEN_BI_9159_BI_9159		9159			Blood	Golden Retriever	Male	Healthy	N	0.67	0.67	Unknown	2/2/06	Unknown	10/3/06												
GR_BI_9165_BROAD_9165	A	4959243100_R03C01_Grn.idat	4959243100_R03C01_Red.idat.gz			9165			Blood	Golden Retriever	Female	Healthy	N	13.07	13.07	Unknown	11/16/96	Unknown	12/7/09												
BI_9172_V-BI_9172-P2-A05	A	5532701014_R05C01_Grn.idat	5532701014_R05C01_Red.idat.gz	BI_9172		9172			Blood	Golden Retriever	Female	Healthy	N	4.76	4.76	Unknown	1/1/02	Unknown	10/3/06												
GR_BI_9183_BROAD_9183	A	4959243100_R05C02_Grn.idat	4959243100_R05C02_Red.idat.gz			9183			Blood	Golden Retriever	Male	Healthy	N	12.71	12.71	Unknown	3/25/97	Unknown	12/7/09												
BI_09203	A	4995631002_R02C02_Grn.idat	4995631002_R02C02_Red.idat.gz	BI_09203		9203			Blood	Golden Retriever	Male	Healthy	N	11.36	11.36	Unknown	5/26/95	Unknown	10/3/06												
GR_BI_9210_BROAD_9210	A	4959243114_R01C02_Grn.idat	4959243114_R01C02_Red.idat.gz			9210	133690		Blood	Golden Retriever	Female	Healthy	N	13.37	13.37	15.12	5/18/98	6/28/13	9/28/11												
BI_09217	A	4995631002_R03C02_Grn.idat	4995631002_R03C02_Red.idat.gz	BI_09217		9217			Blood	Golden Retriever	Female	Healthy	N	12.38	12.38	Unknown	7/21/97	Unknown	12/4/09												
BI_09218	A	4995631002_R04C02_Grn.idat	4995631002_R04C02_Red.idat.gz	BI_09218		9218			Blood	Golden Retriever	Female	Healthy	N	12.85	13.95	12.85	12/28/95	11/1/08	12/4/09												
BI_09292	A	4995631002_R05C02_Grn.idat	4995631002_R05C02_Red.idat.gz	BI_09292		9292			Blood	Golden Retriever	Female	Healthy	N	13.59	13.59	13.59	3/15/93	10/15/06	10/12/06												
BI_11264	A	4995631002_R06C02_Grn.idat	4995631002_R06C02_Red.idat.gz	BI_11264		11264			Blood	Golden Retriever	Female	Healthy	N	15.27	15.27	16.09	10/2/91	11/1/07	1/3/07												
GR_BI_11457_BROAD_11457	A	4959243119_R03C01_Grn.idat	4959243119_R03C01_Red.idat.gz			11457			Blood	Golden Retriever	Male	Healthy	N	11.10	11.10	Unknown	12/23/95	Unknown	1/26/07												
GR_BI_11955_BROAD_11955	A	4959243119_R05C02_Grn.idat	4959243119_R05C02_Red.idat.gz			11955			Blood	Golden Retriever	Female	Healthy	N	9.18	9.18	Unknown	1/1/98	Unknown	3/5/07												
BI_12222	A	4959243186_R01C02_Grn.idat	4959243186_R01C02_Red.idat.gz	0		12222			DNA	Golden Retriever	Female	Healthy	N	10.40	10.40	Unknown	10/15/96	Unknown	3/9/07												
BI_12224	A	4959243186_R02C02_Grn.idat	4959243186_R02C02_Red.idat.gz	BI_12224		12224			DNA	Golden Retriever	Male	Healthy	N	11.94	11.94	Unknown	4/4/95	Unknown	3/9/07												
GOLDEN_BI_12229_BROAD_12229	A	5511344020_R06C02_Grn.idat	5511344020_R06C02_Red.idat.gz			12229			DNA	Golden Retriever	Male	Healthy	N	11.47	11.47	12.63	9/21/95	5/4/08	3/9/07												
GR_BI_12231_BROAD_12231	A	4959243037_R06C02_Grn.idat	4959243037_R06C02_Red.idat.gz	GR_BI_12231_BROAD_12231		12231			DNA	Golden Retriever	Male	Healthy	N	12.32	12.32	13.22	11/16/94	2/2/08	3/9/07												
BI_12684	A	4995631038_R04C01_Grn.idat	4995631038_R04C01_Red.idat.gz	BI_12684		12684			Blood	Golden Retriever	Female	Healthy	N	14.26	14.26	14.38	1/1/93	5/16/07	4/3/07												
GR_BI_12713_BROAD_12713	A	4959243187_R01C02_Grn.idat	4959243187_R01C02_Red.idat.gz			12713			Blood	Golden Retriever	Female	Healthy	N	8.04	8.04	Unknown	4/11/99	Unknown	4/25/07												
BI_12971	A	4995631038_R05C01_Grn.idat	4995631038_R05C01_Red.idat.gz	BI_12971		12971			DNA	Golden Retriever	Female	Healthy	N	14.29	15.09	14.29	3/17/92	6/28/06	4/17/07												
BI_12972	A	4995631038_R06C01_Grn.idat	4995631038_R06C01_Red.idat.gz	BI_12972		12972			DNA	Golden Retriever	Male	Healthy	N	11.03	11.03	Unknown	4/7/96	Unknown	4/17/07												
BI_14428	A	4995631017_R01C01_Grn.idat	4995631017_R01C01_Red.idat.gz	0		14428			Blood	Golden Retriever	Female	Healthy	N	10.90	10.90	Unknown	12/1/96	Unknown	10/22/07												
GR_BI_20305_BROAD_20305	A	4959243001_R05C02_Grn.idat	4959243001_R05C02_Red.idat.gz			20305			Blood	Golden Retriever	Female	Healthy	N	10.59	10.59	12.61	5/20/97	12/26/09	12/19/07												
GR_BI_22304_BROAD_22304	A	4959243035_R01C01_Grn.idat	4959243035_R01C01_Red.idat.gz			22304			Blood	Golden Retriever	Male	Healthy	N	9.14	9.14	Unknown	1/1/99	Unknown	2/19/08												
22392	A	9255905057_R04C01_Grn.idat	9255905057_R04C01_Red.idat.gz	22392		22392			Blood	Golden Retriever	Male	Healthy	N	4.11	4.11	Unknown	1/1/04	Unknown	2/10/08												
GR_BI_27546_BROAD_27546	A	4959243035_R02C01_Grn.idat	4959243035_R02C01_Red.idat.gz			27546			Blood	Golden Retriever	Male	Healthy	N	15.74	15.74	Unknown	1/1/93	Unknown	9/23/08												
BI_27686_V-BI_27686-P1-G05	A	5532701004_R05C01_Grn.idat	5532701004_R05C01_Red.idat.gz	BI_27686		27686			Blood	Golden Retriever	Female	Healthy	N	7.93	7.93	Unknown	10/19/00	Unknown	9/23/08												
BI_27689_V-BI_27689-P3-H01	A	5494855015_R01C02_Grn.idat	5494855015_R01C02_Red.idat.gz	BI_27689		27689			Blood	Golden Retriever	Female	Healthy	N	7.73	7.73	Unknown	1/1/01	Unknown	9/23/08												
GR_BI_31421_BREEN_TAZBAM	A	4959243018_R01C02_Grn.idat	4959243018_R01C02_Red.idat.gz			31421			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	1/20/09												
GR_BI_31422_BREEN_SHIJOH	A	4959243024_R03C01_Grn.idat	4959243024_R03C01_Red.idat.gz			31422			DNA	Golden Retriever	Unknown	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	1/20/09												
GR_BI_31423_BREEN_GILWAL	A	4959243024_R05C02_Grn.idat	4959243024_R05C02_Red.idat.gz	GR_BI_31423_BREEN_GILWAL		31423			DNA	Golden Retriever	Unknown	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	1/20/09												
GR_BI_31424_BREEN_SAGWAL	A	4959243028_R01C02_Grn.idat	4959243028_R01C02_Red.idat.gz			31424			DNA	Golden Retriever	Unknown	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	1/20/09												
GOLDEN_BI_37449_BI_37449	A	4959243074_R06C01_Grn.idat	4959243074_R06C01_Red.idat.gz	GOLDEN_BI_37449_BI_37449		37449			Blood	Golden Retriever	Female	Healthy	N	2.54	2.54	Unknown	1/1/07	Unknown	7/17/09												
GOLDEN_BI_37459_BI_37459	A	4959243074_R06C02_Grn.idat	4959243074_R06C02_Red.idat.gz	GOLDEN_BI_37459_BI_37459		37459			Blood	Golden Retriever	Female	Healthy	N	4.54	4.54	Unknown	1/1/05	Unknown	7/17/09												
GR_BI_42832_BROAD_42832	A	4959243035_R03C01_Grn.idat	4959243035_R03C01_Red.idat.gz			42832			Blood	Golden Retriever	Female	Healthy	N	11.03	11.03	Unknown	11/3/98	Unknown	11/11/09												
GR_BI_42833_BROAD_42833	A	4959243035_R04C01_Grn.idat	4959243035_R04C01_Red.idat.gz			42833			Blood	Golden Retriever	Male	Healthy	N	11.44	11.44	Unknown	6/7/98	Unknown	11/11/09												
GR_BI_42838_BROAD_42838	A	4959243035_R05C01_Grn.idat	4959243035_R05C01_Red.idat.gz			42838			Blood	Golden Retriever	Female	Healthy	N	13.59	13.59	Unknown	4/11/96	Unknown	11/11/09												
GR_BI_42842_BROAD_42842	A	4959243035_R06C01_Grn.idat	4959243035_R06C01_Red.idat.gz			42842			Blood	Golden Retriever	Female	Healthy	N	10.44	10.44	Unknown	6/6/99	Unknown	11/11/09												
GR_BI_42843_BROAD_42843	A	4959243035_R01C02_Grn.idat	4959243035_R01C02_Red.idat.gz			42843			Blood	Golden Retriever	Male	Healthy	N	10.56	10.56	Unknown	4/23/99	Unknown	11/11/09												
GR_BI_42844_BROAD_42844	A	4959243035_R02C02_Grn.idat	4959243035_R02C02_Red.idat.gz			42844			Blood	Golden Retriever	Male	Healthy	N	10.31	10.31	Unknown	7/25/99	Unknown	11/11/09												
GR_BI_43286_BROAD_43286	A	4959243035_R03C02_Grn.idat	4959243035_R03C02_Red.idat.gz			43286			Blood	Golden Retriever	Female	Healthy	N	12.46	12.46	Unknown	6/12/97	Unknown	11/23/09												
GR_BI_43444_MEURS_671	A	4959243064_R01C01_Grn.idat	4959243064_R01C01_Red.idat.gz			43444			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43445_MEURS_224	A	4959243064_R02C01_Grn.idat	4959243064_R02C01_Red.idat.gz			43445			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43446_MEURS_117	A	4959243064_R03C01_Grn.idat	4959243064_R03C01_Red.idat.gz			43446			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43447_MEURS_423	A	4959243064_R04C01_Grn.idat	4959243064_R04C01_Red.idat.gz	GR_BI_43447_MEURS_423		43447			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43448_MEURS_553	A	4959243064_R05C01_Grn.idat	4959243064_R05C01_Red.idat.gz			43448			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43449_MEURS_488	A	4959243064_R06C01_Grn.idat	4959243064_R06C01_Red.idat.gz			43449			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43450_MEURS_500	A	4959243064_R01C02_Grn.idat	4959243064_R01C02_Red.idat.gz			43450			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43451_MEURS_528	A	4959243064_R02C02_Grn.idat	4959243064_R02C02_Red.idat.gz			43451			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43452_MEURS_644	A	4959243064_R03C02_Grn.idat	4959243064_R03C02_Red.idat.gz			43452			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43453_MEURS_649	A	4959243064_R04C02_Grn.idat	4959243064_R04C02_Red.idat.gz	GR_BI_43453_MEURS_649		43453			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43454_MEURS_124	A	4959243064_R05C02_Grn.idat	4959243064_R05C02_Red.idat.gz			43454			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43455_MEURS_637	A	4959243064_R06C02_Grn.idat	4959243064_R06C02_Red.idat.gz			43455			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43456_MEURS_402	A	4959243076_R01C01_Grn.idat	4959243076_R01C01_Red.idat.gz			43456			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43457_MEURS_494	A	4959243076_R02C01_Grn.idat	4959243076_R02C01_Red.idat.gz			43457			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43458_MEURS_574	A	4959243076_R03C01_Grn.idat	4959243076_R03C01_Red.idat.gz			43458			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43459_MEURS_657	A	4959243076_R04C01_Grn.idat	4959243076_R04C01_Red.idat.gz			43459			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43460_MEURS_121	A	4959243076_R05C01_Grn.idat	4959243076_R05C01_Red.idat.gz			43460			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43461_MEURS_588	A	4959243076_R06C01_Grn.idat	4959243076_R06C01_Red.idat.gz			43461			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43462_MEURS_542	A	4959243076_R01C02_Grn.idat	4959243076_R01C02_Red.idat.gz			43462			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43463_MEURS_577	A	4959243076_R02C02_Grn.idat	4959243076_R02C02_Red.idat.gz			43463			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43464_MEURS_430	A	4959243076_R03C02_Grn.idat	4959243076_R03C02_Red.idat.gz			43464			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43465_MEURS_445	A	4959243076_R04C02_Grn.idat	4959243076_R04C02_Red.idat.gz			43465			DNA	Golden Retriever	Male	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43466_MEURS_249	A	4959243076_R05C02_Grn.idat	4959243076_R05C02_Red.idat.gz			43466			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
GR_BI_43467_MEURS_383	A	4959243076_R06C02_Grn.idat	4959243076_R06C02_Red.idat.gz			43467			DNA	Golden Retriever	Female	Healthy	N	Unknown	Unknown	Unknown	Unknown	Unknown	11/24/09												
