"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1","origin:ch1"
"GSM5799343","34728","GSM5799343","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799343/suppl/GSM5799343_202915900012_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799343/suppl/GSM5799343_202915900012_R03C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799344","34735","GSM5799344","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799344/suppl/GSM5799344_202915900012_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799344/suppl/GSM5799344_202915900012_R03C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799345","34729","GSM5799345","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799345/suppl/GSM5799345_202915900012_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799345/suppl/GSM5799345_202915900012_R04C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799346","34737","GSM5799346","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799346/suppl/GSM5799346_202915900012_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799346/suppl/GSM5799346_202915900012_R04C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799347","34730","GSM5799347","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799347/suppl/GSM5799347_202915900012_R05C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799347/suppl/GSM5799347_202915900012_R05C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799348","34738","GSM5799348","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799348/suppl/GSM5799348_202915900012_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799348/suppl/GSM5799348_202915900012_R05C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799349","34731","GSM5799349","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799349/suppl/GSM5799349_202915900012_R06C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799349/suppl/GSM5799349_202915900012_R06C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799350","34739","GSM5799350","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799350/suppl/GSM5799350_202915900012_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799350/suppl/GSM5799350_202915900012_R06C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799351","34740","GSM5799351","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799351/suppl/GSM5799351_202915900017_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799351/suppl/GSM5799351_202915900017_R01C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799352","34746","GSM5799352","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799352/suppl/GSM5799352_202915900017_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799352/suppl/GSM5799352_202915900017_R01C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799353","34741","GSM5799353","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799353/suppl/GSM5799353_202915900017_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799353/suppl/GSM5799353_202915900017_R02C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799354","34747","GSM5799354","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799354/suppl/GSM5799354_202915900017_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799354/suppl/GSM5799354_202915900017_R02C02_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
"GSM5799355","34742","GSM5799355","Public on Jan 15 2022","Jan 10 2022","Jan 16 2022","genomic","1","blood","Canis lupus familiaris","origin: Magallenas region, Chile","breed: Patagonian Ovejero Dog","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on a BeadArray Reader (Illumina).","Image data was analyzed using GenomeStudio with GT module (Illumina).","GPL17481","Heidi,G,Parker","hgparker@mail.nih.gov","CGS","CGB","NHGRI","50 South Dr. Rm 5347","Bethesda","MD","20874","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799355/suppl/GSM5799355_202915900017_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5799nnn/GSM5799355/suppl/GSM5799355_202915900017_R03C01_Red.idat.gz","0","Patagonian Ovejero Dog","Magallenas region, Chile"
