"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","data_processing.1","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","supplementary_file.1","data_row_count","breed:ch1"
"GSM4987255","FlatCoatedRetriever101","GSM4987255","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987255/suppl/GSM4987255_5666151005_R02C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987255/suppl/GSM4987255_5666151005_R02C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987256","FlatCoatedRetriever102","GSM4987256","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987256/suppl/GSM4987256_5666151005_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987256/suppl/GSM4987256_5666151005_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987257","FlatCoatedRetriever103","GSM4987257","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987257/suppl/GSM4987257_5666151005_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987257/suppl/GSM4987257_5666151005_R04C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987258","FlatCoatedRetriever104","GSM4987258","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987258/suppl/GSM4987258_9255905104_R01C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987258/suppl/GSM4987258_9255905104_R01C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987259","FlatCoatedRetriever105","GSM4987259","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987259/suppl/GSM4987259_9534484009_R01C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987259/suppl/GSM4987259_9534484009_R01C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987260","FlatCoatedRetriever106","GSM4987260","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987260/suppl/GSM4987260_9255905104_R03C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987260/suppl/GSM4987260_9255905104_R03C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987261","FlatCoatedRetriever107","GSM4987261","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987261/suppl/GSM4987261_9534484009_R02C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987261/suppl/GSM4987261_9534484009_R02C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987262","FlatCoatedRetriever108","GSM4987262","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987262/suppl/GSM4987262_9534484009_R03C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987262/suppl/GSM4987262_9534484009_R03C01_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987263","FlatCoatedRetriever109","GSM4987263","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987263/suppl/GSM4987263_9255473015_R04C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987263/suppl/GSM4987263_9255473015_R04C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987264","FlatCoatedRetriever110","GSM4987264","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987264/suppl/GSM4987264_9255905104_R05C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987264/suppl/GSM4987264_9255905104_R05C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987265","FlatCoatedRetriever111","GSM4987265","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987265/suppl/GSM4987265_9255905104_R06C02_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987265/suppl/GSM4987265_9255905104_R06C02_Red.idat.gz","0","Flatcoated Retriever"
"GSM4987266","FlatCoatedRetriever112","GSM4987266","Public on Apr 13 2021","Dec 23 2020","Apr 13 2021","genomic","1","whole blood","Canis lupus familiaris","breed: Flatcoated Retriever","genomic DNA","Genomic DNA was extracted from whole blood using Proteinase K and phenol/chloroform with standard protocols.","none","200ng of genomic DNA was amplified in an overnight reaction at 37oC. The amplified DNA was enzymatically fragmented, precipitated with isopropanol, and resuspended in hybridization buffer.","9615","Resuspended DNA was loaded onto BeadChips arrays and hybridized overnight at at 48oC.  Single-base extension and allele-specific staining was performed by hand.","After allele-specific staining BeadChip arrays were coated with XC4/ethanol , dried for 1 hour and scanned on an Illumina iScan.","none","Image data was analyzed using GenomeStudio with GT module (Illumina).","genotypes AA, AB, BB, NC=no call","GPL17481","Alexander,Christian,Harris","alex.harris@nih.gov","301-402-2016","Ostrander","National Human Genome Research Institute","National Institutes of Health","50 South Drive","Bethesda","Maryland","20892","USA","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987266/suppl/GSM4987266_9534484009_R04C01_Grn.idat.gz","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4987nnn/GSM4987266/suppl/GSM4987266_9534484009_R04C01_Red.idat.gz","0","Flatcoated Retriever"
